677	0	2347
1284	1	2348
936	1	2348
978	0	2349
1266	1	2348
1310	2	2350
693	2	2350
913	3	2352
953	2	2350
1252	4	2353
1554	0	2355
373	4	2356
4	1	2348
495	0	2357
956	5	2358
130	1	2348
204	6	2359
173	2	2350
49	3	2360
1209	4	2353
1078	2	2361
1670	2	2362
2121	6	2363
640	2	2364
1647	0	2365
1369	0	2366
1065	2	2367
1726	2	2368
441	0	2369
342	5	2358
622	3	2370
9	3	2372
1418	5	2373
1916	4	2353
2148	0	2374
666	2	2375
8	4	2376
747	2	2350
733	6	2377
1598	4	2353
1039	1	2348
820	5	2358
1837	2	2378
1651	4	2353
549	0	2379
1436	6	2380
1632	1	2381
1359	0	2382
951	2	2361
951	5	2358
1268	3	2383
59	1	2348
829	6	2384
723	5	2373
144	0	2385
440	2	2386
696	5	2358
275	3	2387
1040	3	2388
1809	0	2389
929	4	2353
996	2	2390
2092	6	2391
139	6	2392
1287	6	2393
2045	0	2394
908	0	2395
404	0	2396
2047	4	2397
681	2	2398
413	3	2399
1562	3	2400
881	2	2361
466	4	2353
771	3	2401
1225	3	2402
619	2	2403
505	2	2375
1836	2	2404
158	0	2405
837	0	2406
1177	2	2367
1080	5	2358
1460	0	2407
939	5	2373
1895	0	2408
246	0	2409
1959	2	2410
1050	0	2411
1964	2	2404
786	4	2353
1426	4	2413
2006	6	2414
1089	2	2378
725	6	2415
721	0	2416
398	1	2348
1127	5	2417
583	6	2418
364	4	2353
2121	4	2353
1661	1	2348
1582	3	2420
871	2	2361
106	6	2421
209	5	2417
1827	1	2348
11	6	2422
485	6	2423
1761	0	2425
2131	3	2426
2059	6	2427
1680	4	2413
27	2	2398
708	4	2376
1730	2	2350
529	6	2428
2083	6	2429
8	1	2381
263	0	2430
1941	0	2431
1813	2	2350
711	0	2432
867	2	2367
1579	3	2433
2111	0	2434
2029	0	2435
851	2	2386
1123	5	2373
1229	1	2348
1583	0	2436
1612	1	2348
949	5	2417
400	2	2350
243	6	2437
1203	2	2350
1218	2	2361
1204	2	2350
1414	2	2361
1254	0	2438
1653	6	2439
170	0	2440
1100	4	2353
1940	3	2441
1940	0	2442
1714	2	2350
2135	2	2350
430	1	2348
297	4	2353
655	6	2443
1733	4	2376
1130	3	2444
904	2	2361
1783	0	2445
