509	3	1239
10986	3	3642
83	2	9695
3420	3	4358
7471	2	7112
2447	3	1193
79	3	9346
10486	3	5528
1833	3	1140
5543	2	9074
9617	2	3626
4334	3	6268
11411	0	11992
558	0	11924
769	2	1724
2198	3	8287
7115	3	11491
2332	2	6532
2983	2	2691
8158	3	9196
8562	2	11222
8688	2	6696
10563	3	5656
693	3	8450
6638	3	5321
6735	2	4379
9025	2	8112
7993	2	11068
61	2	5886
1620	2	2209
1904	2	2474
7076	0	11925
1807	2	4106
8126	3	4602
7316	2	7338
1715	3	2013
146	3	10540
839	2	6413
8422	2	9851
2557	3	7615
11274	2	4949
3009	3	9473
2975	3	10278
11655	2	9217
1590	2	1443
3423	2	11196
11089	2	5968
2913	2	11133
9998	2	10876
11630	2	7157
10657	2	3992
4866	3	4764
8603	2	9392
7744	1	13399
10250	2	869
10664	3	2052
2944	2	1709
9462	2	3451
3221	0	11947
10661	2	7545
1415	3	4232
9881	2	3701
2073	3	10520
5269	2	11670
4307	3	5395
6070	2	758
842	2	6306
10419	3	10480
1986	2	2549
4945	2	6471
4897	2	5668
7311	3	10304
4406	2	4178
212	3	10117
8078	0	11977
7882	3	5059
10243	2	2229
10047	2	1456
3706	2	1914
9756	3	7705
9681	2	1193
1951	3	3508
82	3	11272
1149	3	8518
2096	2	4500
615	3	6662
1245	2	10781
8522	3	4149
9773	2	3107
3476	3	4019
4542	2	1777
10672	2	1012
11008	3	8655
3309	2	3914
7780	2	3232
8440	3	10950
2037	2	6628
6891	3	1462
6259	2	9657
10357	1	13338
6155	2	7415
11634	0	12491
11829	3	1608
10716	1	13615
11441	2	6046
9724	3	1370
4741	2	9610
6861	3	5820
4175	3	3963
4322	3	10345
10720	2	10223
9551	2	8537
419	3	8871
1915	3	3769
4065	2	632
7423	2	7513
7546	3	2514
7450	1	12031
10964	2	3259
7043	2	1963
4857	2	2767
2007	2	9245
4516	2	7947
8034	2	11749
5643	3	1412
11160	2	7415
10998	2	5837
7368	2	3045
9776	2	7547
9843	2	9142
7695	2	4764
7193	3	9618
10834	3	10819
10606	2	4500
681	0	11993
5093	2	2229
8356	2	11379
2126	2	6689
11500	3	6721
10635	2	1606
2559	3	3029
10010	3	1871
842	2	11112
4737	3	8860
3119	2	3146
255	2	4337
4920	2	9217
5270	3	8797
1837	3	7539
1128	3	1285
1333	2	9401
4281	0	11976
7182	3	10808
11553	2	7069
3529	3	958
786	3	1163
1585	3	6963
11045	2	9746
11260	2	5676
7228	2	8440
6632	2	11625
2411	3	7129
11774	3	2347
11646	2	1483
11736	3	8617
5145	2	11610
11447	0	12017
9510	3	2192
4519	3	8825
2417	3	10039
4894	2	8621
9535	3	11018
7731	2	1933
3115	0	11924
1690	2	7492
4582	2	10907
7564	2	9025
1036	2	1374
4148	3	9856
50	3	6360
1915	3	1809
2564	2	3337
5607	2	7669
11744	2	10778
8833	2	8790
6514	3	8936
3661	3	8536
10132	1	11934
3056	2	3545
4746	3	141
6033	2	9541
1305	2	8871
3214	3	4774
6562	2	10396
7265	2	7528
8164	2	5433
5624	0	12268
3006	3	10466
8992	2	3792
2172	3	1821
9559	2	8048
9726	2	6591
7905	2	3235
9956	2	4307
754	3	1594
2563	3	1239
6614	2	3993
3294	3	10901
5936	3	8742
9629	3	2409
2651	3	2983
9144	3	10041
11227	2	3057
8253	2	1896
2847	2	10701
10639	2	3199
3891	2	1489
10568	3	9762
6522	2	1130
7613	3	7174
3015	2	2327
3342	3	8799
8200	3	7365
5522	2	5818
2651	3	9749
5834	2	6915
4996	3	8488
5969	3	9401
11	2	2141
9186	2	5762
5937	3	293
1117	2	8037
4995	2	1816
3107	2	11007
10517	2	7285
2290	2	1386
9840	2	172
1269	0	11924
3739	2	8802
2821	3	9926
1038	2	11749
3906	3	1531
5837	2	3425
38	2	2696
6695	3	3711
7813	2	10120
550	3	9280
7586	3	10294
9659	2	8160
2285	2	6063
3825	2	4977
5031	3	3748
391	2	8384
1554	2	948
324	3	11734
9281	2	4186
10780	2	9043
3983	3	6206
3429	2	6853
5349	2	10153
6274	0	11924
5487	2	1623
1331	3	1292
1386	3	9143
7180	3	5097
6119	0	11968
8068	2	11538
2200	2	11412
1826	3	2952
11065	2	10278
3724	3	9643
2452	2	11372
6766	3	3735
7532	2	730
4221	2	2700
10050	3	10782
7276	3	7181
1399	2	43
10791	2	10841
7536	2	900
10317	2	8375
4809	3	2379
1360	3	5164
8866	3	11857
9710	3	747
3092	3	6900
4530	3	10481
11591	2	262
6486	3	811
9599	3	8190
10810	2	1083
2274	3	7074
2619	2	5626
3761	3	10472
10469	3	3865
9186	2	7185
10865	3	5372
6723	0	11929
8391	2	1555
11036	2	5395
429	3	4917
2341	3	3545
11172	3	3216
8368	3	3797
4418	2	1581
5091	2	11907
11509	2	8194
3777	2	3955
10875	3	11835
9230	3	2691
818	2	4580
8079	2	11771
7502	2	10113
1464	2	9409
8235	3	665
10226	2	785
3895	2	11490
3729	3	4137
2796	3	7037
3352	2	6984
1040	2	4390
5435	2	7197
6172	2	3524
10362	2	5551
2087	2	13
9427	2	1751
2209	2	9459
8709	3	435
11144	2	2865
144	2	1353
4250	1	11958
3294	2	1064
10319	0	11924
3063	3	4451
6670	3	6457
9175	1	12119
55	3	4095
7789	3	10702
662	3	5909
3530	2	526
4629	0	11924
3216	2	2400
8716	2	5625
10284	3	6708
7831	2	3040
5893	2	11016
6837	2	5361
8638	3	2235
8883	3	1737
6667	3	1221
580	3	6126
3245	2	6272
11576	3	10851
9375	1	12452
4373	3	1832
10041	2	245
5091	2	9947
2874	2	3920
7540	2	752
7953	2	8702
7607	2	95
11802	2	8758
11913	2	4698
9438	2	3148
9031	2	2068
563	2	7968
8183	3	6239
1016	3	9914
6105	2	5093
758	2	8865
8712	3	7094
3304	3	2400
9664	2	7460
8064	3	9010
9645	2	11139
1628	2	2288
11686	3	11638
1529	2	92
9771	2	6613
5124	3	4792
4148	2	4825
10755	3	4625
11521	2	1620
6407	3	9505
6382	3	1810
5265	3	1097
537	3	427
8634	3	11813
5331	2	6378
4354	2	8678
5176	2	6422
7750	3	5727
5776	2	6823
7880	2	7185
2527	2	10342
11656	3	10872
5487	3	907
3992	3	3935
3638	2	978
4914	2	2981
7791	3	9927
5790	2	5526
7817	2	9143
6589	2	11326
11114	2	139
3623	3	177
8187	2	8412
11118	2	309
3100	3	3320
4136	2	4096
819	3	4141
1478	2	819
2938	2	8687
338	2	4746
5093	3	11125
11099	3	2721
10223	2	7121
7174	2	8200
5177	2	4739
6386	2	3983
10781	3	6644
7341	2	4491
11191	2	8197
6333	3	6069
3966	2	10284
11617	3	3124
5432	2	2774
5775	2	9929
3318	2	11036
3571	2	7495
11912	3	7224
8479	2	9528
2402	2	4645
4810	3	159
10480	2	10907
11488	2	5767
9687	2	3079
8288	2	1425
7929	2	6783
9494	0	11976
3967	2	1835
688	3	9351
887	2	10597
10574	2	10623
11618	2	1411
485	3	7165
1839	1	12051
3327	0	12094
5680	2	6162
245	3	2376
605	2	1550
2461	3	1937
3101	2	1206
8806	2	5211
9158	2	3866
9919	0	11929
2439	2	10021
4877	2	10341
5690	2	8078
4396	2	4001
5264	2	9589
8939	3	997
4203	3	1118
3825	3	9067
10956	2	1895
8328	0	11924
10130	2	5112
2068	2	7669
4715	3	3158
2156	2	9413
2990	3	8470
9686	2	2802
625	3	10360
4684	3	3126
6340	3	9515
5982	2	10935
4173	3	7728
2765	2	1314
5650	2	8779
10471	2	2151
10970	2	1762
8270	2	1169
984	3	10637
4196	3	6471
3197	3	3111
9580	2	2367
3530	2	6755
3818	2	6059
5081	2	4078
10984	3	3487
4470	2	5477
11327	3	10642
2017	2	7918
5980	2	5366
9060	3	6783
9652	3	6811
1251	0	11944
4067	2	9114
8935	2	2830
10264	0	11944
974	2	3925
8021	2	7686
8613	2	9966
8048	2	2052
8183	3	5702
8391	2	9207
10215	1	11948
2091	0	11977
8458	2	43
8353	3	9663
11104	0	11977
6287	2	1469
10722	3	10195
8562	2	5668
7479	2	1898
3556	2	2008
9679	3	3983
673	3	8988
5888	2	1893
7945	2	1328
2524	2	8347
2602	3	5744
8806	2	3251
8488	3	229
2523	1	12033
4378	1	12332
4447	2	9722
5511	2	1178
9882	2	8782
7489	2	3814
4148	2	11054
423	2	8279
6490	2	7253
3164	2	7437
2127	2	10347
997	3	2088
7211	2	9842
8287	2	9947
955	3	9319
11721	2	9923
3918	3	357
6861	2	4657
2717	2	7058
7072	2	3800
8324	3	8163
1769	3	5774
1792	2	8079
5232	3	1725
7948	2	6345
4684	2	11494
5654	3	3427
1426	2	7816
3385	3	11733
7789	2	1887
6	2	889
637	2	5096
7505	2	3917
11306	3	4540
2738	3	4985
882	2	3434
9513	2	8961
83	2	2181
6931	0	11929
8674	2	479
449	2	6915
4888	3	1669
10871	2	1467
6013	2	7448
11617	3	9353
8372	3	9659
4752	3	1417
3597	0	11955
