269	0	1685
269	0	1686
269	0	1687
207	0	1683
207	0	1684
207	0	1698
333	0	1698
68	0	1683
68	0	1687
68	0	1690
492	0	1688
492	0	1690
492	0	1698
824	0	1690
137	0	1690
137	0	1697
277	0	1686
277	0	1687
277	0	1690
558	0	1690
633	0	1690
633	0	1699
165	0	1688
165	0	1698
166	0	1688
166	0	1698
266	0	1687
234	0	1690
234	0	1696
261	0	1690
924	0	1687
924	0	1696
443	0	1683
443	0	1687
443	0	1688
443	0	1693
443	0	1698
1201	0	1690
227	0	1690
787	0	1690
787	0	1696
351	0	1683
351	0	1684
351	0	1687
351	0	1694
351	0	1698
202	0	1683
202	0	1690
202	0	1699
257	0	1690
257	0	1698
470	0	1683
470	0	1684
470	0	1688
321	0	1687
799	0	1687
362	0	1683
254	0	1683
254	0	1690
254	0	1698
552	0	1683
552	0	1684
552	0	1687
552	0	1688
577	0	1690
248	0	1690
248	0	1698
248	0	1699
284	0	1689
214	0	1683
214	0	1696
214	0	1698
991	0	1687
991	0	1690
1169	0	1684
1169	0	1686
1169	0	1690
847	0	1690
847	0	1696
1142	0	1690
111	0	1697
111	0	1698
404	0	1683
404	0	1688
404	0	1697
442	0	1687
464	0	1687
47	0	1687
422	0	1690
422	0	1698
534	0	1690
534	0	1698
870	0	1687
870	0	1690
413	0	1690
176	0	1687
176	0	1690
656	0	1689
794	0	1687
794	0	1696
31	0	1683
31	0	1684
31	0	1696
31	0	1697
31	0	1699
407	0	1690
407	0	1696
407	0	1699
407	0	1700
630	0	1690
194	0	1683
194	0	1698
406	0	1683
406	0	1690
406	0	1698
179	0	1688
179	0	1690
179	0	1696
179	0	1698
169	0	1688
169	0	1690
370	0	1690
415	0	1690
94	0	1690
103	0	1690
58	0	1690
212	0	1683
212	0	1684
212	0	1697
460	0	1686
460	0	1687
175	0	1690
368	0	1687
368	0	1690
35	0	1687
35	0	1696
449	0	1687
200	0	1683
200	0	1696
200	0	1698
61	0	1687
61	0	1696
61	0	1699
187	0	1687
187	0	1696
79	0	1685
79	0	1686
79	0	1694
77	0	1687
77	0	1688
77	0	1691
82	0	1683
82	0	1687
82	0	1700
1359	0	1683
1359	0	1687
1359	0	1690
1241	0	1689
429	0	1688
429	0	1690
538	0	1690
538	0	1698
805	0	1684
805	0	1686
805	0	1690
36	0	1683
36	0	1698
463	0	1683
463	0	1687
463	0	1699
177	0	1687
177	0	1696
55	0	1683
55	0	1684
55	0	1697
93	0	1687
93	0	1696
660	0	1693
660	0	1697
186	0	1687
256	0	1690
249	0	1690
66	0	1687
66	0	1696
243	0	1692
243	0	1697
361	0	1687
361	0	1696
361	0	1698
185	0	1686
185	0	1687
185	0	1694
205	0	1683
205	0	1688
205	0	1696
141	0	1687
141	0	1690
698	0	1686
698	0	1687
110	0	1685
110	0	1686
110	0	1687
110	0	1694
39	0	1683
39	0	1697
39	0	1698
34	0	1684
34	0	1690
34	0	1700
295	0	1690
295	0	1698
50	0	1685
50	0	1686
50	0	1694
124	0	1688
124	0	1690
124	0	1698
813	0	1683
813	0	1684
813	0	1685
813	0	1693
813	0	1697
293	0	1685
293	0	1686
746	0	1685
746	0	1686
746	0	1694
624	0	1687
159	0	1687
522	0	1690
522	0	1698
883	0	1690
6	0	1687
152	0	1687
152	0	1697
644	0	1683
644	0	1684
644	0	1687
644	0	1699
113	0	1687
113	0	1696
923	0	1684
923	0	1686
1240	0	1690
641	0	1685
1035	0	1689
265	0	1687
9	0	1683
9	0	1684
9	0	1698
338	0	1683
338	0	1684
338	0	1698
1152	0	1689
350	0	1687
350	0	1688
24	0	1683
24	0	1697
24	0	1699
348	0	1687
317	0	1687
317	0	1693
252	0	1690
252	0	1695
140	0	1690
140	0	1696
235	0	1690
233	0	1683
233	0	1688
233	0	1690
473	0	1683
473	0	1698
557	0	1688
557	0	1690
557	0	1696
557	0	1698
842	0	1688
837	0	1690
837	0	1696
260	0	1684
260	0	1686
260	0	1690
260	0	1694
299	0	1690
299	0	1696
299	0	1699
173	0	1690
364	0	1690
364	0	1695
364	0	1697
364	0	1698
95	0	1690
668	0	1690
593	0	1686
593	0	1687
462	0	1686
462	0	1687
673	0	1684
673	0	1686
85	0	1684
85	0	1686
85	0	1691
85	0	1697
508	0	1684
508	0	1686
508	0	1694
296	0	1694
292	0	1683
292	0	1698
300	0	1683
300	0	1697
300	0	1698
838	0	1690
23	0	1683
23	0	1698
334	0	1683
334	0	1684
820	0	1690
335	0	1687
335	0	1690
271	0	1684
271	0	1686
271	0	1687
815	0	1687
815	0	1697
308	0	1687
253	0	1687
341	0	1694
341	0	1696
535	0	1688
535	0	1698
393	0	1690
393	0	1699
446	0	1687
533	0	1695
533	0	1698
365	0	1690
204	0	1683
204	0	1696
337	0	1690
643	0	1687
486	0	1683
486	0	1684
486	0	1697
486	0	1698
638	0	1690
628	0	1690
702	0	1687
242	0	1687
181	0	1685
181	0	1687
171	0	1687
171	0	1690
